strainID,CC_or_ST,CC_or_ST:color,Source,Source:color,tet_gene,tet_gene:color,Quinolone_gene,Quinolone_gene:color,macrolide_gene,macrolide_gene:color,aminoglycoside_gene,aminoglycoside_gene:color
SC35,ST-45 complex,#009944,Chicken_meat,#00FF00,tet(O/M/O)*,#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
SC26,ST-45 complex,#009944,Chicken_meat,#00FF00,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
HP12202,ST-45 complex,#009944,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12201,ST-45 complex,#009944,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
SC15,ST-45 complex,#009944,Chicken_meat,#00FF00,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-24-1-69,ST-45 complex,#009944,Cattle_stool,#FEF08A,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-LS-30-CJ-B-87-1-9,ST-45 complex,#009944,Cattle_stool,#FEF08A,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-R1-CJ-B-279-1-98,ST-45 complex,#009944,Cattle_stool,#FEF08A,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SC19,ST-45 complex,#009944,Chicken_meat,#00FF00,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
SC61,ST-45 complex,#009944,Chicken_meat,#00FF00,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12548,ST-45 complex,#009944,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
HP12203,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-FF-R1-CJ-C-3-1-1-50,ST-22 complex,#F39800,Chicken_stool,#0E8F8F,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12639,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
HP12530,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-FF-R2-CJ-C-6-1-1-63,ST-22 complex,#F39800,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
HP12650,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-36-1-81,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
HP12237,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
HP12246,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
HP12630,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
HP12625,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
HP12620,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-FF-R2-CJ-C-1-1-1-13,ST-22 complex,#F39800,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-FF-R1-CJ-C-4-1-1-11,ST-22 complex,#F39800,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
HP12527,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-03-CJ-B-1-1-1,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12632,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12627,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12557,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12167,ST-22 complex,#F39800,Human,#FF0000,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12178,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
HP12644,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
HP12180,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
HP12184,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12525,ST-22 complex,#F39800,Human,#FF0000,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
SC28,ST-22 complex,#F39800,Chicken_meat,#00FF00,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12568,ST-22 complex,#F39800,Human,#FF0000,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-FF-R1-CJ-C-2-1-1-48,ST-22 complex,#F39800,Chicken_stool,#0E8F8F,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12517,ST-22 complex,#F39800,Human,#FF0000,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12181,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-SA-R1-CJ-B-24-1-7,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12572,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-6-1-107,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-14-1-115,ST-22 complex,#F39800,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-SA-R1-CJ-B-89-1-33,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-LS-30-CJ-B-200-1-34,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-19-1-64,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-SA-R1-CJ-B-67-1-26,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12205,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12190,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12235,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12239,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12240,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12234,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-LS-30-CJ-B-158-1-23,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-12-1-113,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-SA-R1-CJ-B-56-1-23,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-18-1-63,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
SC59,ST-22 complex,#F39800,Chicken_meat,#00FF00,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12157,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12582,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12245,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12171,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-SA-R1-CJ-B-268-1-96,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-SA-R1-CJ-B-52-1-19,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12177,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-SA-R1-CJ-B-42-1-12,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12596,ST-42 complex,#8FC31F,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-23-1-23,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-LS-30-CJ-B-106-1-13,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-19-1-120,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
HP12569,ST-42 complex,#8FC31F,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-2-1-47,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-34-1-34,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-16-1-16,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-03-CJ-B-34-1-34,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-LS-30-CJ-B-76-1-6,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-30-1-30,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-FF-R2-CJ-C-2-1-1-3,ST-42 complex,#8FC31F,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-FF-R2-CJ-C-1-1-1-1,ST-42 complex,#8FC31F,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-LS-30-CJ-B-111-1-14,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-39-1-39,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-13-1-114,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-42-1-87,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,tet(O/M/O),#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-LS-30-CJ-B-72-1-5,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-5-1-50,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
HP12512,ST-42 complex,#8FC31F,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-LS-30-CJ-B-248-1-51,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-LS-30-CJ-B-249-1-52,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
HP12611,ST-42 complex,#8FC31F,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-LS-30-CJ-B-236-1-46,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-12-1-12,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-6-1-6,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-24-1-125,,,Cattle_stool,#FEF08A,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12640,,,Human,#FF0000,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-9-1-9,,,Cattle_stool,#FEF08A,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12606,,,Human,#FF0000,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-9-1-110,,,Cattle_stool,#FEF08A,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12647,ST-42 complex,#8FC31F,Human,#FF0000,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-FF-R1-CJ-C-1-1-1-27,ST-42 complex,#8FC31F,Chicken_stool,#0E8F8F,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-11-1-112,Others,#7F7F7F,Cattle_stool,#FEF08A,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-R1-CJ-B-226-1-81,Others,#7F7F7F,Cattle_stool,#FEF08A,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-37-1-37,Others,#7F7F7F,Cattle_stool,#FEF08A,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
HP12585,Others,#7F7F7F,Human,#FF0000,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
HP12586,Others,#7F7F7F,Human,#FF0000,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-10-1-111,Others,#7F7F7F,Cattle_stool,#FEF08A,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-R1-CJ-B-333-1-123,Others,#7F7F7F,Cattle_stool,#FEF08A,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-43-1-88,Others,#7F7F7F,Cattle_stool,#FEF08A,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-R1-CJ-B-71-1-27,Others,#7F7F7F,Cattle_stool,#FEF08A,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-SA-R1-CJ-B-54-1-21,Others,#7F7F7F,Cattle_stool,#FEF08A,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12169,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
HP12610,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,23S_A2074C,#FF0080,None,#CCCCCC
HP12609,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,23S_A2074C,#FF0080,None,#CCCCCC
HP12521,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,23S_A2074T,#FF0080,None,#CCCCCC
HP12597,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-4-1-93,Others,#7F7F7F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
HP12554,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
HP12555,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
HP12556,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-R1-CJ-B-99-1-35,Others,#7F7F7F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-02-CJ-B-26-1-26,Others,#7F7F7F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-FF-R1-CJ-C-1-2-1-13,Others,#7F7F7F,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-FF-R2-CJ-C-3-2-1-26,Others,#7F7F7F,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-FF-R2-CJ-C-5-1-1-29,Others,#7F7F7F,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-FF-R2-CJ-C-1-1-1-54,Others,#7F7F7F,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SC51,Others,#7F7F7F,Chicken_meat,#00FF00,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-SA-R1-CJ-B-236-1-86,,,Cattle_stool,#FEF08A,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,aph(3')-IIIa*,#ffc000
S-SA-02-CJ-B-22-1-123,,,Cattle_stool,#FEF08A,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,aph(3')-IIIa*,#ffc000
S-SA-02-CJ-B-29-1-74,,,Cattle_stool,#FEF08A,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,aph(3')-IIIa*,#ffc000
S-SA-02-CJ-B-3-1-3,,,Cattle_stool,#FEF08A,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SC43,Others,#7F7F7F,Chicken_meat,#00FF00,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
HP12510,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-LS-30-CJ-C-76-1-1-46,,,Chicken_stool,#0E8F8F,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC
